	AICAR	AKT inhibitor VIII	AS601245	AZD6482	AZD7762	AZD8055	BIBW2992	BMS-708163	Axitinib	BAY 61-3606	BMS-754807	BX-795	Bexarotene	Bicalutamide	Bleomycin	Bosutinib	Bryostatin 1	CCT018159	CCT007093	CHIR-99021	CI-1040	Cisplatin	Cytarabine	DMOG	LAQ824	NVP-BEZ235	Docetaxel	BIRB 0796	Doxorubicin	EHT 1864	Elesclomol	embelin	Epothilone B	etoposide	FH535	FTI-277	GSK-1904529A	GSK-650394	GW 441756	Gefitinib	Gemcitabine	IPA-3	JNK Inhibitor VIII	JNK-9L	KU-55933	LFM-A13	lenalidomide	CEP-701	OSI-906	MK-2206	Methotrexate	Midostaurin	Mitomycin-C	AMG-706	NSC-87877	NU-7441	ABT-263	Nilotinib	Nutlin-3	OSU-03012	Obatoclax Mesylate	AZD-2281	pac-1	PD-0325901	PD173074	PF-4708671	PF-562271	PLX4720	PD-0332991	Pazopanib	GDC-0449	AP-24534	QS11	RO-3306	RDEA119	AG-014699	SB 216763	SB590885	SL 0101-1	Camptothecin	GDC-0941	AZD6244	JNJ-26854165	shikonin	TW 37	17-AAG	temsirolimus	thapsigargin	Tipifarnib	ATRA	VX-702	ABT-888	Vinblastine	Vinorelbine	AUY922	Vorinostat	681640	ZM-447439
PC-14	2.579075153	2.167750072	0.558474475	2.235126066	-0.380273026	-0.229370893	-1.246545897	2.293022749	2.160090854	1.685021332	1.217377377	1.546087921	2.581216659	1.95509995	-0.738281945	0.111277972	-1.363164823	0.828803681	2.713492335	1.090751003	1.189956457	0.75760718	-0.215025278	3.867880943	-1.122468832	-1.331861745	-2.58497678	2.797279466	-0.626865432	2.099741727	-1.60681141	1.192702936	-2.375345874	0.987770661	1.301642232	1.192317282	1.986647535	1.698973476	2.20707674	-0.477020373	-0.691851087	2.671176852	2.655914875	-0.05719832	2.218173398	1.319479575	2.43148799	-0.347279674	1.635364969	1.17508882	-0.241951536	-0.268776169	-0.308676106	1.994320216	3.164785971	2.086033222	2.119165548	2.068276223	2.800338202	1.370625133	-1.279641308	2.190431535	1.380998257	1.153954313	2.245320278	2.081835331	1.374056928	1.706548441	1.391942044	1.217226676	2.57737489	0.563999569	2.281432732	1.946289418	0.619687413	1.478939046	2.966625651	2.367272774	2.911286545	-1.867197878	0.571966701	2.704109402	1.416867941	0.178160191	-0.480658458	-1.387969552	-0.496224006	-2.096194844	1.264590398	2.693007533	2.261206335	2.65163664	-2.451709176	-2.4867385	-1.713478912	0.447948266	1.44559435	1.365200361
PC-3	2.478106463	1.021746387	1.065273117	1.445179853	0.987357647	-0.141283812	1.324410989	1.894178423	1.338413512	2.621203889	0.284733885	0.620564254	1.816456214	1.011953481	1.124327612	2.011305907	-0.319238148	0.979384001	2.772416107	1.995882373	2.495465647	1.695998559	-0.064198279	2.620715742	-1.157010444	-2.293488747	-2.084871484	2.184055224	-0.018990395	2.33518232	-2.291113156	1.17042276	-1.631362511	1.787279008	0.909345764	1.69249554	0.864198681	2.88112349	2.112077862	0.727560951	0.452035846	2.959540136	1.626085833	0.657767656	1.641437275	2.76634163	2.340335224	1.100578653	2.119489097	1.063571986	1.125177527	0.668860406	0.609764219	1.130553658	2.911413793	0.917711578	2.197026297	1.603477331	2.428642493	0.916559395	0.243235745	2.2955308	2.080085993	0.957540291	2.050095788	2.330823741	0.787511396	1.727207829	0.131043583	2.327774125	2.785236046	1.647722385	1.742118027	1.255375538	1.87952359	2.028318525	2.429247465	2.292584112	2.378945741	-2.157127228	0.77203922	1.372400529	1.556683838	-0.06611178	-0.145438273	-1.10104552	-1.791044775	-2.096827177	1.05265556	2.535491964	2.167250199	1.457394999	-1.618219023	-0.980946592	-0.880199392	0.886887962	1.433906182	1.454201632
PFSK-1	4.46739668	2.456007388	1.312230332	2.101088366	-0.670856423	-0.040811955	1.49500273	1.481027568	0.508250055	0.856684952	0.972615955	0.905276859	3.259489095	2.17522428	1.524311527	1.580841903	0.252992605	1.466164273	2.537761587	1.54312473	1.775072293	1.008750993	0.577277254	2.437710562	-0.696898892	-1.302419619	-2.760501672	1.112055319	-0.168722103	2.165003593	-2.556164816	1.145860367	-1.87565142	1.976300904	1.09235963	1.6712707	2.300626377	2.120258233	0.70025512	1.034596292	0.216942688	2.786377806	1.996693201	-0.090842245	2.197651247	3.059526886	2.445840989	0.654023169	1.5710503	0.459929582	-0.207952792	1.149425491	0.769636703	1.210205438	3.339311117	0.856447827	0.634169831	1.119818767	1.914589395	1.424119356	0.081101454	1.110684251	1.610664471	-0.552024333	2.07039254	2.05532035	1.3361339	1.510066234	1.603663644	2.24443866	2.622650524	1.495070914	1.56387532	1.140654045	2.377869125	2.009519654	1.44079887	2.557729579	2.738369157	-1.726535976	0.174055674	2.281014072	1.680631917	1.884070653	-0.752694441	0.572011434	-1.856603699	-1.893645978	1.584027453	2.219096274	2.262527025	1.400780805	-2.106742988	-1.687454684	-0.988538928	-0.028799804	1.693540887	0.825892605
PSN1	3.290114239	2.074717245	0.911778681	2.365705883	-0.22828038	-0.113187565	1.707053959	2.456666647	1.335363461	-0.047168724	-1.106664856	0.446090354	0.602516278	1.952554984	-0.857359846	1.84664272	-1.358955206	0.677831193	2.751453581	2.259259393	-0.016844546	0.224129393	-0.714861746	3.979613187	-1.976803817	-1.352596701	-3.136469102	2.680320922	-1.950037813	3.043791094	-2.415529839	0.733410029	-3.761732423	2.137089315	0.50844679	1.616718536	1.753780571	0.339550101	1.64607858	1.590974427	-4.781938802	1.717625121	2.057672489	1.233570481	1.766932745	2.457395828	2.07393508	-0.636300046	0.722004587	1.655664762	0.200477716	1.713956202	-2.592752389	1.63457021	2.942441094	1.951827541	1.614632185	1.946714158	2.747897144	-0.029449075	-2.330788997	1.879213069	1.439794781	-1.415131632	2.186508553	2.190462804	1.682507201	1.740680947	1.71124577	1.20048115	1.896883209	1.821903135	0.452426277	0.61363552	-0.702866967	1.5390745	1.828894408	0.272621412	2.137782449	-2.512967281	0.731012724	-0.436409496	1.465541061	1.851403891	-0.776654034	-1.336949505	-0.412003449	-4.174347358	0.046091239	2.071192076	1.816833181	2.509327024	-2.903793228	0.647796689	-2.497558947	0.359670095	0.957189381	0.759662696
QIMR-WIL	3.103420161	1.819640027	2.370080488	0.900192452	-0.847618186	-0.143034888	1.795905833	2.581614907	0.313443356	-0.23522996	0.799138762	0.704789154	1.692862953	2.071154293	-0.19615996	0.041692705	0.191508232	1.122247342	2.873119877	2.301282596	1.194668118	1.344769411	0.822041716	2.627452518	-1.941910861	-0.889529775	-2.094251376	3.196894665	-1.683515633	1.898567837	-1.01585692	0.723679661	-2.926071666	-0.810843867	0.833775484	0.354876787	2.30743264	0.944421992	1.900655925	1.897335309	-5.048564344	0.463730528	3.098918264	-0.464167862	1.127117954	2.065879786	2.569953231	-0.954544093	2.406810075	1.390885405	-1.409124905	0.21844057	-0.922331169	2.375450539	2.663081168	1.803492958	-0.915987864	2.265229639	0.475311424	0.17167574	-0.878667636	1.722837524	1.395561454	1.029846848	2.37693322	2.503874457	2.035269843	1.370861824	0.98963943	1.105041463	2.205458558	-0.475943757	0.822564172	1.792533971	2.545826436	2.505846588	3.076755783	2.895342292	3.218869532	-2.545002579	1.12860107	2.475416443	1.180067138	-0.740180246	-0.893070144	1.426355538	-1.00446277	-0.277920674	-1.787585185	2.260223961	1.699467703	2.421759794	-2.557377366	-2.516640109	-1.896609603	-0.135328766	1.218706318	1.442985543
Raji	3.914929801	2.079021103	2.179310556	2.196362967	0.305301638	0.053240161	0.894818179	2.707383549	2.259067869	0.741483563	2.017092881	2.145832532	2.872594381	2.213291059	0.266568216	2.056856884	0.174531661	2.141619875	2.41529836	2.529404458	1.788534553	1.699662267	0.519328039	2.784409149	-1.240347646	-0.655513234	-0.2477941	3.128339544	-0.475427381	2.020184624	-0.971812076	1.021947031	-0.979147744	0.920092381	0.808940788	1.791062581	1.765684149	1.6470666	2.508448447	1.102788778	-0.365073587	1.863243627	2.754685166	-0.30506321	2.013417882	2.329659397	2.70280261	0.509430902	2.515262093	2.747492815	-1.464121787	1.738884705	0.086694299	2.212709539	3.364605731	1.556170068	2.108015471	2.540922817	2.573260818	1.181056026	0.009735145	2.449246726	0.328647572	1.507931677	1.697650615	2.300360589	1.306571909	2.313997435	2.408624123	2.713031548	2.095572934	1.100852258	1.385254777	2.684694268	2.730664773	2.35584388	3.186392556	2.057024522	2.849937672	-2.320496218	1.986851654	2.206660686	2.008388751	-0.199851463	0.083388883	1.684156651	0.094179798	-1.415629333	1.096615716	2.525231757	2.230711045	2.733460326	-1.401999435	-1.088119179	-0.575074513	0.326024433	2.216160009	2.554033733
Ramos-2G6-4C10	2.445079236	2.475189307	0.952899854	0.974089708	-1.038114946	-1.278460896	0.902395315	2.675804694	1.06661031	0.469292103	1.422855559	0.082777831	2.581019055	2.240275079	0.994803192	0.051493428	-0.425058341	1.553287221	2.588480234	1.663469902	1.552931099	1.716602358	0.44205185	2.001111713	-1.552261417	-2.220591984	-2.501048069	2.904503734	-0.5308477	1.755678438	-2.199021011	1.230465709	-2.016759778	0.997302557	0.777916093	2.05032857	2.027069494	1.754791609	1.916282709	0.70471185	-0.179883472	1.613007055	2.917464384	-0.405651024	1.118807295	2.8776487	0.995479823	-0.790564486	2.236631782	-0.013768004	-1.039673195	0.468918609	0.405809975	2.25074201	2.808706623	0.68540138	-0.712174766	0.392876251	1.571694358	0.410889484	-0.888875728	1.380752446	1.152591932	0.959571052	1.272564045	2.228514818	2.149833687	2.13973938	0.512416242	2.260972251	0.869710746	0.422929864	0.88381446	2.252255092	2.293691563	2.416526111	1.905553464	1.342452016	2.391703576	-1.442974251	-0.374259784	1.769715704	1.763552631	-0.501648779	-0.234098189	1.759634427	-4.917351821	-3.068226673	1.333493389	1.473871698	0.707455722	1.63580187	-3.099483282	-2.351429711	-1.116455156	-0.550588121	1.458690934	-0.080899507
RCC10RGB	4.780743623	1.587224729	0.913002523	1.14130035	1.022242786	0.31148078	1.256618923	2.622114604	1.995078928	1.398042144	0.877379518	1.357457759	1.826456279	1.927569588	1.84858532	1.772771835	-1.227605012	2.219786368	2.374020841	0.632942081	2.741664584	2.962580632	0.670643185	3.018738817	-1.160654609	-0.649376218	-0.042979953	2.405593182	1.478004444	1.976337384	0.65662937	2.038882738	-1.705741956	1.99163367	1.900892181	0.497048297	1.531266319	2.968056217	2.311964503	0.60341049	-0.198087359	2.064020137	2.769521534	-0.051316236	2.441186655	2.068283606	2.450260803	1.295904768	0.47023539	1.455480195	1.305570426	0.269205252	0.130128524	2.166106701	2.73811466	1.315380269	0.954030757	2.427993222	0.947774311	1.268223706	0.056926018	2.744708988	2.007179676	0.620573374	2.145589327	2.240821421	0.366435535	2.358701972	1.25934803	1.940842931	2.688463944	0.339601782	2.889100611	1.25425419	1.486547451	1.886436255	1.954751646	2.733388668	2.600280015	-0.94455228	1.046689222	1.623435769	2.115445381	0.194209109	1.141051859	1.135800804	0.828590008	0.267770343	0.928802591	3.174752595	2.007867164	2.687231416	-0.292093005	0.518004309	-0.143159964	1.328030399	0.760657231	2.304549359
RCM-1	4.254274046	1.830312379	1.90307234	2.294354144	-0.003236362	0.656021792	0.403013553	1.728464243	1.892014768	1.041258804	1.255114093	1.99818066	2.464978609	1.925620475	0.100982587	0.958155252	-0.585216157	1.682614037	2.050404571	1.748248528	0.093586986	2.088771449	0.603479109	3.474607312	-0.930042067	-0.303922318	-1.432245874	2.917921696	0.652509219	2.096463238	0.481666021	1.350263237	-1.817549333	1.322119651	0.942407734	1.455912752	1.813627654	2.459043975	2.387216445	0.783702633	-0.1773207	3.253478459	3.017017708	0.245292998	2.925223055	2.494715187	2.650160908	0.200900719	2.108778527	2.331956815	0.164765681	0.360401013	-0.071974322	2.372597224	3.268387354	1.805329589	0.301896335	2.018056581	2.466008756	2.573514446	-0.242860949	2.729963822	2.295364899	-1.329300276	2.109424323	2.099525014	1.574446048	2.274613875	1.706831166	2.421363283	2.554197462	1.414398108	2.474776727	2.372336213	-0.865710026	1.931900807	2.401708852	1.795838518	2.886871378	-1.542796838	0.983987522	-0.306407786	1.399310284	0.301505904	0.530124165	0.023282527	0.958878352	-0.915272581	1.904052108	2.059192954	1.896411131	2.639568031	0.136623832	-0.126212491	-0.804651696	0.049614236	1.361366844	1.56303192
RD	4.77133637	1.313943189	1.80288538	1.124191751	0.477032533	0.446336165	1.47016456	2.261448237	2.03309837	2.176453333	-0.73209542	0.998193295	2.095268928	1.976519788	2.024065479	1.725140153	-0.89976045	1.703515328	2.503408025	2.429943639	0.388675321	1.162904688	0.104864746	2.840083096	-1.406710227	-1.119962519	-2.285622805	2.257413642	-0.744490184	2.308352476	-1.882261817	1.184767507	-2.354365976	0.681610858	0.864861849	1.953450499	1.718380794	2.282787731	2.106887609	1.160806612	-0.885676714	3.112824374	2.764878058	0.11232245	2.346028825	2.449908156	2.372704929	1.421646483	0.101934561	0.844031782	0.926197693	0.030227765	0.278400569	2.056891193	2.960944645	1.357016081	-0.119766692	1.596880832	2.373611302	0.761597912	-0.853954543	2.467702938	2.326931594	-1.173301698	1.959133677	2.075379544	0.724087898	1.841500674	1.797535306	1.494812509	2.663352603	1.498468834	1.621155722	2.400996175	0.516413923	0.87751111	2.481163027	2.170180383	1.896713834	-1.802931415	0.934190882	0.622356587	1.029919375	-0.347698768	-1.439307068	-0.7186666	-0.841085963	-2.133924177	1.080125554	2.035723246	2.034948465	2.326938108	-2.379616292	-2.265630493	-1.575431028	-0.011238673	1.072378609	1.967674078
REH	3.317463499	1.060256582	1.952646186	0.757545013	-0.410195481	-0.506911559	1.678669775	2.412276105	1.832588517	0.352737453	1.324002318	0.751976552	2.295000526	2.066090853	-1.873198959	0.811077951	0.000795193	1.452148288	2.661019573	1.364924584	2.316416456	1.329527412	-1.081708558	2.488906498	-1.392244747	-1.173641751	-1.433906182	3.029704753	-2.090720128	2.979504654	-1.729265951	0.935458154	-2.754370737	-0.649292399	1.061499098	1.721107729	2.107669773	1.673992858	2.365552533	0.966647012	-1.838393731	0.527184426	3.082232236	-0.141507474	2.297382197	2.954950512	1.512538673	-0.587314668	1.069856227	-0.375653001	-1.784019193	-0.289591035	-2.593752135	2.346468331	3.048482343	2.005660079	-1.029586705	1.342821601	0.856176828	0.090252039	-1.33393029	2.188194919	-0.024906354	1.446918948	1.008283693	3.180829678	1.084837649	2.183828522	-0.192617854	1.46153122	2.054451761	1.142959714	1.547930198	2.403367857	2.234039913	1.635399713	2.301229178	2.025020493	2.770062665	-2.584245428	-0.617481632	2.127974777	1.144650857	-0.832807441	-0.039000513	1.706268755	-0.18321755	-2.19451868	-1.22765539	3.058766002	1.460382945	2.781647471	-2.11001062	-2.1422635	-1.686292946	-0.001153052	1.148399687	0.47826289
RERF-LC-MS	5.051652612	1.417217548	1.609122725	2.342044859	-0.169598944	0.598270615	1.244297989	1.429389085	2.118566221	2.530723411	0.501810771	0.728190244	1.582886561	1.724825724	1.687398226	1.830167325	-1.966532318	0.81906593	2.156540931	2.189691497	0.754961893	2.620770463	0.246608476	3.222018167	-0.619466792	-0.90549444	-2.847906911	2.583289981	-0.37156325	1.980484462	-2.066572052	1.48578787	-1.610853389	0.396918664	0.173897156	1.040632117	1.707050051	2.851089421	1.39027913	1.628477927	-0.752787815	2.52828311	2.957168454	-0.058516404	2.381175409	2.977203761	2.743555067	-0.090195581	1.998922	2.440919998	0.045598315	0.600267935	0.013497872	2.144904879	1.965392295	2.208685366	2.316586699	2.361877968	2.927113539	2.274223444	0.026735168	2.078814379	2.270042491	-0.3426375	2.260365541	1.514212009	0.928700532	2.885549385	1.516179363	2.224543195	2.927500061	1.642742764	3.040537794	2.735171012	0.122946596	2.012133673	1.777491747	2.729645049	2.987946035	-1.640738061	0.921611543	1.53188128	0.945591981	0.622211098	-1.453628363	-0.127185745	-0.259714615	-2.863833358	2.748482138	1.713355572	2.375375406	2.775201238	-1.819659136	-1.992084468	-0.871910448	0.704925088	1.28531884	1.970059658
RH-1	3.391148507	2.651401687	0.993167639	2.793130722	-0.644619825	0.195240993	1.821695108	3.05702535	1.899789073	0.669464944	-0.779126906	0.231147158	2.182402299	2.120915755	-0.817545465	1.095073102	-0.145588105	1.693963021	2.624979211	2.638579142	2.344697712	2.522935642	-0.483919141	3.135065463	-1.215850832	-1.262044564	-3.306344258	2.961451032	-2.171760781	1.087598894	-1.235316779	1.122382407	-3.001389621	-1.750123812	1.007396863	2.320634324	1.355576829	0.888421021	1.989119974	0.149637467	-5.144095667	1.444762241	2.868565865	-0.036750868	2.255725973	2.642068699	2.813508182	-0.826629602	-0.125758219	1.087016071	-0.441511153	1.75156871	-1.304782181	2.186623207	2.592106593	1.225954693	1.987610366	1.371726938	2.341643754	0.103946647	-0.652819739	2.565354053	0.935387798	0.822000023	1.851040821	2.203315315	2.367387428	2.044153336	1.123971925	1.888816189	3.100888224	1.973642587	0.723543727	2.288367547	2.179103832	0.603149914	2.974140683	2.541333225	2.49806794	-2.413460426	1.638325121	2.669963433	0.748034461	-0.142740436	-0.699488156	0.895004491	-0.312255561	-1.362344006	0.439193324	1.558606894	2.333740028	2.791986719	-2.4684686	-1.957999734	-1.2055042	0.491751642	0.758481415	2.145297481
RH-18	3.550627521	1.619506045	1.514380438	1.282789509	0.341175231	0.558466223	1.255356429	1.69899302	1.641523265	1.000180156	-0.318979926	0.943184253	2.071834606	2.011857318	0.635407378	2.518542319	-0.478055748	1.193988882	2.293031001	2.090635187	1.771296536	2.547703456	1.666317137	2.829550857	-1.504898052	-0.403685841	-1.334728523	3.028268541	-0.890990002	1.921310102	-1.129763676	1.358502099	-1.967736911	0.726504627	0.983684884	1.680473647	1.545439413	1.693661304	2.219559232	1.12372872	-1.34627144	2.141799045	2.36824125	-0.265010749	2.016353278	2.579699252	2.562520281	0.784575999	0.66660591	1.408100404	1.198667536	0.274904346	-0.466665075	1.800738662	2.985411403	0.648313934	-1.218400574	2.13182002	0.631145839	1.363899001	-0.552557627	2.329576013	1.410405335	0.730450312	0.504604153	1.666268062	1.15873956	1.313336045	2.23704219	1.767153549	2.729992485	0.45273103	1.484303041	2.119553807	1.134474469	1.616332448	2.93962426	2.746716297	2.853431571	-0.409332538	0.921710562	2.066863463	1.265664409	-0.120512509	0.031256608	0.053475548	0.478038359	-2.27798165	0.909010836	2.16722805	2.007210511	2.794400094	0.052665589	-1.596360673	-1.265527737	0.371108109	1.981638817	2.230784007
RMG-I	4.851591385	2.182614669	1.08336322	1.823791854	0.280549458	0.624750418	0.868818271	1.850533565	1.694116761	1.266223346	1.660269586	2.283582924	2.479836692	1.71342506	-3.879912203	1.524116529	-0.676494869	2.500717571	2.243078449	1.978213537	2.088206431	3.062410602	1.26850426	2.913572237	-0.84484261	-0.330165431	-1.476195173	2.492976706	-0.289057287	1.370222108	0.584394472	0.965760183	-1.452277707	1.848190546	1.059673324	1.869687254	1.803344429	2.038321196	0.813961667	0.75277218	1.632466054	2.950277069	2.701527956	0.097849587	2.360357068	3.01956528	2.219240025	0.954033363	2.186036909	0.335252757	1.029098558	0.456982894	0.539235663	1.364885063	1.759371244	1.434615819	-0.305713783	1.743346666	1.468553327	1.610076002	-0.106725697	2.643306872	2.160317556	-1.058797787	1.811335013	1.347657904	1.885356599	2.348020934	0.960973823	2.302032188	3.069511316	1.271718474	1.872558375	1.413667191	1.753521732	2.411886977	3.17227538	1.879722062	2.34516979	-0.611725927	1.272726905	1.28180062	1.636517153	-0.063371382	-0.684832888	1.752335674	0.067666555	-1.875238841	1.366547977	3.119174628	2.470347792	2.512237666	-0.933371369	-1.027825207	-0.435441888	0.480857799	1.183440377	1.302203427
RO82-W-1	3.902904621	1.674662106	1.165130448	1.767933654	0.386903834	0.182074053	1.507321927	2.278254131	1.075780438	1.343484334	1.284562733	0.637042689	2.640369739	1.364208867	2.530161868	0.692829118	-0.343612491	2.684746817	2.303918763	1.42712424	1.274823679	1.857772385	0.928708349	4.114817745	-0.854790125	-1.222545481	-2.180115304	3.071102137	0.128194177	1.697740514	-1.581386508	1.720116235	-0.36253557	2.022167612	1.519552094	1.362525107	1.418710218	1.858509817	2.564602723	1.639639296	0.645771574	2.890459953	2.672242611	0.85495038	2.399088753	3.004343258	2.707528169	0.990904096	1.782286358	1.671932999	0.859791895	0.18866534	1.124745404	0.938238941	3.300558152	0.889039891	1.809229988	2.347845044	1.997547458	2.396760501	0.382467516	2.428900464	1.267808955	0.402062883	0.543887826	1.914588092	1.36644418	2.308811959	0.41839583	2.476296323	2.942224815	-0.224642729	2.142151886	2.39999556	1.601227686	2.523243557	1.911950622	2.84935398	2.177169485	-1.826466267	0.636070738	1.092997608	1.217071199	0.453769984	0.318718731	-0.401218614	-0.047291195	-0.066726307	1.549180967	2.813156838	2.107260667	2.438186548	-2.254169462	0.137040321	0.124956077	1.116107286	0.853088994	0.891588765
RPMI-7951	3.199276336	2.075559342	1.75067884	1.222509458	-0.657447147	-0.133517758	0.996412687	2.69568713	1.620062169	0.541975193	0.822169832	0.50313754	3.144507893	2.299484617	0.094970214	1.396601589	-0.991239806	1.622613649	2.961068419	0.431673515	0.817941976	0.608893458	-0.469139665	2.508378525	-1.362424785	-1.714831739	-3.250240359	2.550374367	-0.885574221	2.586144164	-1.3208463	1.407818547	-2.979321381	0.35904558	1.466173828	1.16085091	2.190273886	1.733181115	1.255570536	1.440619072	-4.266598455	3.309541099	2.34290147	-0.142362165	2.700436574	2.51153324	2.733937616	-0.772893478	2.467666458	1.085838698	0.290696314	-0.213794488	-0.775858406	1.715912698	2.656497264	1.031879346	0.625737135	2.200167115	2.407673018	2.276446597	-0.292795694	2.449985461	1.942365567	-0.508824192	1.988597083	2.4335105	0.505335505	1.247346736	0.44042672	1.89935999	2.096801553	1.614976581	0.149333026	1.209464965	-0.11850637	2.068945471	1.442739298	2.304847719	2.586088574	-2.323000794	0.659917848	0.966236169	0.948664615	-0.806620787	-0.051435233	-2.329964272	-1.591402208	-2.400514542	1.128884664	2.215938519	2.065091976	2.729137359	-2.780489207	-2.054754465	-2.199701985	0.573710394	1.334272079	0.866332804
